,speed,gust,visibility,ceiling,cover,precipitation,obscuration,thunderstorms,snow,clouds,reason,fuel,holding_flights
16180,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,530.5930903381061,2.0
16181,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,764.1842523767074,5.0
16182,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,80.63397489296396,1.0
16183,5.14,0.0,9999.0,1402.0,6.0,False,False,False,False,False,,591.5758151190216,5.0
16184,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,145.35921552363993,1.0
16185,4.63,0.0,9999.0,1097.0,6.0,False,False,False,False,False,Other,73.71123696054042,1.0
16186,3.09,0.0,9999.0,3048.0,4.0,True,False,False,False,False,Other,41.269518432725576,1.0
16187,2.06,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,348.23529560410407,2.0
16188,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,568.1632663295327,2.0
16189,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,102.40544798857344,1.0
16190,1.54,0.0,9999.0,1158.0,6.0,False,False,False,False,False,,791.6105049696883,2.0
16191,1.54,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,272.56958102548305,2.0
16192,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16193,2.06,0.0,9999.0,975.0,6.0,False,False,False,False,False,,503.33194277802426,1.0
16194,2.57,0.0,9999.0,1494.0,8.0,False,False,False,False,False,,,
16195,2.57,0.0,9999.0,1372.0,6.0,False,False,False,False,False,,,
16196,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,690.3305114680867,5.0
16197,0.0,0.0,9999.0,3048.0,6.0,False,False,False,False,False,,710.0058487770033,2.0
16198,0.51,0.0,9999.0,3048.0,6.0,False,False,False,False,False,,421.3616749022048,2.0
16199,3.09,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,138.58468322677624,2.0
16200,1.54,0.0,3500.0,61.0,6.0,False,True,False,False,False,Weather,270.4875569893275,4.0
16201,5.14,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,2489.5949954925777,8.0
16202,1.03,0.0,2500.0,61.0,8.0,False,True,False,False,False,Weather,1454.1989554890906,6.0
16203,2.57,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Weather,32.60573064479149,1.0
16204,2.57,0.0,9999.0,3048.0,2.0,True,False,False,False,False,Weather,1525.980826670377,8.0
16205,5.14,0.0,8000.0,3048.0,0.0,True,False,False,False,False,,234.9083887983888,1.0
16206,3.09,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Weather,,
16207,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,185.51190469271515,1.0
16208,5.14,0.0,9999.0,792.0,6.0,True,False,False,False,False,,393.7961206405899,1.0
16209,4.12,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,448.2066225653011,3.0
16210,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16211,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,15.805286475677068,1.0
16212,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,65.27749414656937,1.0
16213,4.63,0.0,9999.0,274.0,6.0,False,False,False,False,False,,37.77206872674508,1.0
16214,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,21.51186618309237,1.0
16215,4.63,0.0,9999.0,274.0,6.0,False,False,False,False,False,,126.31632251480836,1.0
16216,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1333.0718516744555,4.0
16217,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,193.50831556328723,2.0
16218,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,122.18138372515725,1.0
16219,4.63,0.0,9999.0,1006.0,6.0,False,False,False,False,False,,119.8863920253302,1.0
16220,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,313.62496585331945,3.0
16221,2.57,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,33.16971465338549,1.0
16222,6.17,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,242.11862837943488,2.0
16223,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,74.89296150831926,1.0
16224,7.72,0.0,9999.0,549.0,6.0,False,False,False,False,False,,556.2947145532254,7.0
16225,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,31.792210735171324,1.0
16226,6.69,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,1681.0051955755755,8.0
16227,7.72,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,250.85713424449423,2.0
16228,8.75,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,38.51308053438654,2.0
16229,9.77,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,356.8107828489045,1.0
16230,8.75,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16231,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1246.1563927953987,7.0
16232,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,814.9243400264351,5.0
16233,5.66,0.0,9999.0,3048.0,0.0,True,False,False,False,False,,1725.304820039479,5.0
16234,6.69,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,388.1844082537512,3.0
16235,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,522.3993952028366,1.0
16236,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,722.9381032575923,6.0
16237,0.0,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,103.34520437660898,1.0
16238,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16239,7.72,0.0,9999.0,701.0,8.0,False,False,False,False,False,,4471.010568413171,12.0
16240,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,107.2828029937298,1.0
16241,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16242,7.2,0.0,9999.0,762.0,6.0,False,False,False,False,False,,923.2361236803744,6.0
16243,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16244,3.09,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,106.14204342726136,1.0
16245,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,91.60636490302264,1.0
16246,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,156.5107019904641,1.0
16247,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,67.4212252247309,1.0
16248,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Weather,717.8485489981507,5.0
16249,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Weather,10.117053179146074,1.0
16250,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,11.127925110946183,1.0
16251,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,15.075703163267267,1.0
16252,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16253,6.17,0.0,9999.0,1372.0,6.0,False,False,False,False,False,,,
16254,6.17,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,1684.4937496793832,10.0
16255,6.17,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16256,6.69,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,408.0387761061343,4.0
16257,5.14,0.0,9999.0,2743.0,6.0,True,False,True,False,True,,1010.7565451224742,3.0
16258,8.23,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,131.80284293046032,2.0
16259,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,17.32530726540661,1.0
16260,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,85.31263909475018,1.0
16261,6.69,11.83,9999.0,3048.0,0.0,False,False,False,False,False,Other,73.35990773824605,1.0
16262,1.54,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16263,2.06,0.0,9999.0,335.0,8.0,False,False,False,False,False,,3136.98474015105,14.0
16264,1.03,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16265,1.54,0.0,9999.0,396.0,8.0,False,False,False,False,False,,1706.2179691138938,9.0
16266,7.72,0.0,9999.0,2743.0,6.0,True,False,False,False,True,,,
16267,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,131.1846140741252,1.0
16268,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16269,5.14,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,334.61774204614494,2.0
16270,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16271,3.09,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,121.1723107848897,1.0
16272,1.03,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16273,4.12,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,7.581856355957317,1.0
16274,3.09,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,6.298564671426895,1.0
16275,4.12,0.0,9999.0,3048.0,4.0,False,False,False,False,True,,64.5356356899077,1.0
16276,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,341.42571496188003,2.0
16277,4.12,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,113.969391676668,1.0
16278,2.57,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,231.8754261458729,2.0
16279,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,8.940996145912747,1.0
16280,5.14,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,176.0455585927783,1.0
16281,3.09,0.0,9999.0,3048.0,6.0,True,False,True,False,True,,597.4544342732821,4.0
16282,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,106.89479606589668,1.0
16283,4.12,0.0,9999.0,3048.0,6.0,True,False,False,False,True,,247.90746292321143,3.0
16284,2.57,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,184.5313952362661,1.0
16285,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,218.6558458464976,1.0
16286,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,317.0212358379561,1.0
16287,8.23,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Other,149.502505646288,1.0
16288,1.03,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,55.92580131423951,1.0
16289,0.0,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,,
16290,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,435.236214076778,4.0
16291,0.0,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,,
16292,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,25.26952109606606,1.0
16293,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1018.3316519773108,6.0
16294,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,105.25294701291028,1.0
16295,5.14,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Other,,
16296,2.57,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,27.36440903711189,1.0
16297,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,78.6029560552263,1.0
16298,5.66,0.0,9999.0,274.0,6.0,False,False,False,False,False,Other,,
16299,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,1527.6038627429473,8.0
16300,6.17,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16301,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,126.24445986882412,4.0
16302,2.57,0.0,9999.0,3048.0,2.0,True,False,True,False,True,Weather,121.6617710482094,1.0
16303,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,281.4487855223416,1.0
16304,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,585.4944096731723,4.0
16305,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,289.8119396089054,1.0
16306,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,107.02924731181864,1.0
16307,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,63.37780482880937,1.0
16308,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16309,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16310,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16311,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,2210.416849017068,9.0
16312,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,912.3646451729757,5.0
16313,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,3238.705791574567,11.0
16314,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16315,4.12,9.77,9999.0,3048.0,0.0,False,False,False,False,False,Other,115.70982177305312,1.0
16316,6.17,0.0,9999.0,3048.0,8.0,False,False,False,False,False,,243.7783932265732,1.0
16317,1.54,0.0,9999.0,1280.0,6.0,False,False,False,False,False,,4602.196179700638,15.0
16318,2.06,0.0,9999.0,518.0,6.0,False,False,False,False,False,,2426.549563254048,9.0
16319,7.2,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,430.3889317968029,1.0
16320,6.69,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,157.3919391190188,1.0
16321,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,21.60788175081608,1.0
16322,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1731.5474532240898,1.0
16323,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,210.32811242984323,1.0
16324,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,11735.560231650994,11.0
16325,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,704.219828926015,5.0
16326,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,323.5925296389816,1.0
16327,5.66,11.32,9999.0,3048.0,0.0,False,False,False,False,False,,315.3643219082955,1.0
16328,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,73.66131206977121,1.0
16329,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,111.8887998309562,1.0
16330,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,175.00671478331566,1.0
16331,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1485.4055765550063,7.0
16332,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,19.33561838227367,1.0
16333,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,2152.9293181783605,9.0
16334,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,2850.421097465477,11.0
16335,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16336,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,161.86531089845624,2.0
16337,2.57,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,1039.3899935546049,2.0
16338,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,98.51628317100008,1.0
16339,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1717.150599700845,9.0
16340,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,6773.031534732639,16.0
16341,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16342,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16343,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,115.4927973879324,1.0
16344,4.12,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,555.8100786303265,4.0
16345,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,4638.470896192743,17.0
16346,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,98.28387147265325,1.0
16347,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16348,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,13.114159224172385,1.0
16349,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,143.02062202475426,1.0
16350,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,102.65403376172549,1.0
16351,1.54,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,53.88672167924139,1.0
16352,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,5793.604662084333,18.0
16353,2.57,0.0,9999.0,3048.0,6.0,False,False,False,False,False,,,
16354,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1556.3384574069662,9.0
16355,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16356,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,6.51704576681369,1.0
16357,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16358,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,3279.509847315431,13.0
16359,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,4387.747069486836,15.0
16360,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,492.41669117685376,1.0
16361,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,34.84856168861443,1.0
16362,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,110.62658132554472,1.0
16363,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Weather,164.61117204893915,2.0
16364,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Weather,1621.7441678307105,6.0
16365,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1927.779150089664,8.0
16366,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,993.519312305568,2.0
16367,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,104.0928739725702,1.0
16368,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,14.841691248041451,1.0
16369,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,150.60396151902495,1.0
16370,7.2,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,566.7178027212096,1.0
16371,2.57,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Weather,146.54529698129184,1.0
16372,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,236.0814978015114,2.0
16373,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,83.52687279938552,1.0
16374,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16375,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,205.383227842558,1.0
16376,2.57,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,1750.453084536816,9.0
16377,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Weather,146.89146486096888,1.0
16378,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,189.72456387351528,2.0
16379,2.57,0.0,7000.0,91.0,6.0,False,False,False,False,False,Weather,,
16380,3.09,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,605.1765259968369,5.0
16381,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,913.3722282594194,3.0
16382,2.57,0.0,9999.0,122.0,6.0,False,False,False,False,False,Weather,,
16383,7.2,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,196.60277597988804,1.0
16384,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,45.34777189143567,1.0
16385,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,167.03617448818702,1.0
16386,2.06,7.72,9999.0,3048.0,0.0,False,False,False,False,False,,60.64470616867401,2.0
16387,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,408.3949687753519,2.0
16388,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,104.34052129915774,1.0
16389,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,37.982897283941945,1.0
16390,4.12,0.0,9999.0,3048.0,2.0,False,False,False,False,True,,64.83760114708684,1.0
16391,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,256.7146205932101,3.0
16392,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,297.0864949039701,3.0
16393,2.06,8.75,9999.0,3048.0,0.0,False,False,False,False,False,,212.82106011951785,2.0
16394,6.17,0.0,9999.0,3048.0,2.0,False,False,False,False,True,,18.0317884843648,1.0
16395,2.57,0.0,9999.0,122.0,6.0,False,False,False,False,False,,,
16396,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,894.0656572331455,2.0
16397,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,,
16398,3.09,0.0,9999.0,183.0,6.0,False,False,False,False,False,,,
16399,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1974.5369733874072,6.0
16400,6.69,0.0,9999.0,3048.0,2.0,False,False,False,False,True,,190.43538518039293,2.0
16401,6.17,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,75.40799054325038,1.0
16402,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,140.9937679621259,1.0
16403,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,103.48253493014064,1.0
16404,6.17,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,322.86773321260495,2.0
16405,3.6,0.0,9999.0,122.0,6.0,False,False,False,False,False,,,
16406,6.69,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,67.64001796180285,1.0
16407,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Weather,35.7691066943517,1.0
16408,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,289.1231712227622,2.0
16409,4.12,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,711.355271758037,3.0
16410,6.17,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,128.1767118891238,1.0
16411,2.57,0.0,9000.0,152.0,6.0,False,False,False,False,False,,,
16412,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,72.15000523307553,1.0
16413,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,42.41139726357383,1.0
16414,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,914.6091788613852,5.0
16415,6.69,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,139.8699669488458,2.0
16416,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Weather,43.70463438841067,1.0
16417,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,141.50550955341117,1.0
16418,5.66,11.83,6000.0,1524.0,6.0,True,False,True,False,True,,1062.6662530706744,3.0
16419,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,55.964467345297095,1.0
16420,2.57,0.0,9999.0,152.0,6.0,False,False,False,False,False,,,
16421,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,296.2154000819244,3.0
16422,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,16.670104346293595,1.0
16423,8.23,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,340.8500833001873,1.0
16424,5.14,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,228.03023970589223,3.0
16425,2.57,0.0,9999.0,152.0,6.0,False,False,False,False,False,,,
16426,8.75,0.0,4000.0,1219.0,6.0,True,False,True,False,True,,436.32414017399793,2.0
16427,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,136.89266694526347,1.0
16428,4.63,0.0,9999.0,3048.0,6.0,False,True,False,False,False,,92.71506253004917,2.0
16429,5.66,0.0,8000.0,1524.0,6.0,True,False,True,False,True,,937.03735574675,1.0
16430,2.06,0.0,9999.0,152.0,6.0,False,False,False,False,False,,,
16431,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
16432,4.12,0.0,9999.0,3048.0,6.0,False,True,False,False,False,,141.12349914554554,2.0
16433,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,98.7683222530047,1.0
16434,6.69,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,1025.5199894952125,3.0
16435,3.09,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16436,2.06,0.0,9999.0,213.0,6.0,False,False,False,False,False,,,
16437,4.12,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,,
16438,4.63,0.0,9999.0,1829.0,6.0,False,False,False,False,False,,162.34526634583642,1.0
16439,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,182.1850965508656,2.0
16440,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,326.0813577546012,1.0
16441,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,182.81025448851247,1.0
16442,3.6,0.0,9999.0,1829.0,6.0,False,False,False,False,False,,1827.221567103324,6.0
16443,2.57,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,81.24787491160842,1.0
16444,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16445,4.12,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,534.3045056233485,4.0
16446,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16447,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,112.04342615846868,1.0
16448,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,127.0285557995846,1.0
16449,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,109.3307197505322,1.0
16450,3.09,0.0,9999.0,2134.0,6.0,False,False,False,False,False,,96.32809760895616,1.0
16451,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,110.08698368653069,1.0
16452,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
16453,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,4.17723612889898,1.0
16454,4.12,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,243.21031314693667,1.0
16455,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,140.91677940519054,1.0
16456,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,230.55240123295215,1.0
16457,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,99.5948047922383,1.0
16458,2.57,0.0,9999.0,3048.0,2.0,False,False,False,False,True,,78.08717034773976,2.0
16459,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,103.48215426761767,1.0
16460,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,486.2286367465317,4.0
16461,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,259.5328548238232,1.0
16462,4.63,0.0,9999.0,3048.0,2.0,False,False,False,False,True,,428.1295395616431,4.0
16463,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,True,,492.5526963785685,3.0
16464,2.57,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,362.4307076105337,3.0
16465,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,7.627137408624278,1.0
16466,0.0,0.0,7000.0,3048.0,2.0,False,False,False,False,False,,114.3984325232162,1.0
16467,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,94.2498603388221,1.0
16468,1.03,0.0,7000.0,91.0,6.0,False,False,False,False,False,,16.022153292977993,1.0
16469,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,435.06947428019726,2.0
16470,0.0,0.0,6000.0,61.0,6.0,False,False,False,False,False,,1216.3588898155754,8.0
16471,0.0,0.0,5000.0,61.0,6.0,False,True,False,False,False,,5.457907592987954,1.0
16472,5.14,0.0,9999.0,671.0,6.0,False,False,False,False,False,,259.2123683445296,1.0
16473,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1512.3141403463387,2.0
16474,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,105.77295908737958,1.0
16475,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,598.1193759269452,2.0
16476,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,1863.2625329173532,3.0
16477,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,306.92733608194635,1.0
16478,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
