,speed,gust,visibility,ceiling,cover,precipitation,obscuration,thunderstorms,snow,clouds,reason,fuel,holding_flights
17461,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,80.70910614047462,1.0
17462,5.66,0.0,9999.0,1128.0,6.0,False,False,False,False,False,,132.223073177826,1.0
17463,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Other,116.6109565755741,1.0
17464,2.06,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,189.90886074692517,7.0
17465,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Other,35.274388698622474,1.0
17466,2.57,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,2357.112393431449,11.0
17467,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17468,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17469,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17470,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17471,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,,
17472,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17473,3.09,0.0,9999.0,549.0,6.0,False,False,False,False,False,,,
17474,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,44.10375649035051,1.0
17475,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,106.5748410938274,1.0
17476,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,59.39232654468749,1.0
17477,1.54,0.0,9999.0,1524.0,6.0,False,False,False,False,False,,25.16222470098983,1.0
17478,2.57,0.0,9999.0,1676.0,6.0,False,False,False,False,False,,212.81172743989825,1.0
17479,1.03,0.0,8000.0,457.0,6.0,False,False,False,False,False,,115.12223607238958,1.0
17480,2.06,0.0,3600.0,122.0,8.0,False,True,False,False,False,,175.16658615960532,2.0
17481,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,106.85184679359472,1.0
17482,6.69,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17483,1.03,0.0,2100.0,30.0,8.0,False,True,False,False,False,,253.07536517972983,1.0
17484,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,9.19244317236053,1.0
17485,0.51,0.0,9999.0,3048.0,0.0,False,True,False,False,False,,328.07967607154814,1.0
17486,1.54,0.0,9999.0,183.0,8.0,False,False,False,False,False,,3939.131316870684,4.0
17487,2.06,0.0,9999.0,152.0,8.0,False,False,False,False,False,,496.4262896134453,2.0
17488,0.51,0.0,9999.0,3048.0,2.0,False,False,True,False,True,,106.91240383120312,1.0
17489,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17490,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,266.8611037061672,1.0
17491,2.57,0.0,9999.0,152.0,6.0,False,False,False,False,False,,445.2484541077514,1.0
17492,0.0,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,15.748280539345878,1.0
17493,5.14,0.0,9999.0,671.0,8.0,True,False,False,False,True,,,
17494,6.69,0.0,3500.0,701.0,6.0,True,False,False,False,True,,,
17495,2.06,0.0,9999.0,183.0,6.0,False,False,False,False,False,,473.1051380956827,3.0
17496,2.57,0.0,9999.0,945.0,8.0,False,False,False,False,False,,569.3803699664018,3.0
17497,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,227.9476603676843,1.0
17498,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,276.80354248054545,1.0
17499,1.54,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,150.5979650969543,1.0
17500,5.66,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,253.0976798492351,1.0
17501,3.6,0.0,9999.0,762.0,6.0,False,False,False,False,False,Other,112.6049211509354,1.0
17502,3.6,0.0,9999.0,579.0,6.0,False,False,False,False,False,,199.7810696650832,1.0
17503,6.17,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,137.0903944696958,1.0
17504,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,431.8028545405722,4.0
17505,4.12,0.0,9999.0,640.0,6.0,False,False,False,False,False,,196.14993836706256,2.0
17506,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,159.21682710170305,1.0
17507,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
17508,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,166.18612988875043,2.0
17509,4.63,0.0,9999.0,518.0,8.0,False,False,False,False,False,,39.350948186240906,1.0
17510,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,537.7020936701284,4.0
17511,1.54,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Other,242.58383299764012,1.0
17512,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17513,5.14,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,,
17514,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,803.5083263851616,1.0
17515,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17516,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,,
17517,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,106.64451103838738,1.0
17518,4.12,0.0,9999.0,640.0,6.0,False,False,False,False,False,,,
17519,5.14,0.0,9999.0,884.0,6.0,False,False,False,False,False,,106.37470254843907,1.0
17520,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,100.23619215977838,1.0
17521,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,112.29709052897316,1.0
17522,6.17,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17523,4.12,0.0,9999.0,671.0,6.0,False,False,False,False,False,,,
17524,2.06,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,191.17751371178127,1.0
17525,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,,
17526,4.63,0.0,9999.0,3048.0,4.0,False,False,True,False,True,,496.2569837797336,3.0
17527,4.63,0.0,9999.0,335.0,8.0,True,False,False,False,False,,212.11877121710475,1.0
17528,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,,
17529,4.12,0.0,9999.0,457.0,6.0,False,False,False,False,False,Other,448.7200160839072,3.0
17530,4.63,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
17531,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
17532,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,80.62813218946488,1.0
17533,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,104.96708300980389,1.0
17534,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,80.84150976737962,1.0
17535,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,91.69456780386858,1.0
17536,3.09,0.0,9999.0,427.0,6.0,True,False,False,False,False,Other,115.96397352397447,1.0
17537,3.09,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,219.08093822369923,1.0
17538,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,40.72553479304164,1.0
17539,4.12,0.0,9999.0,732.0,8.0,False,False,False,False,False,,47.09237573492786,2.0
17540,4.12,0.0,9999.0,488.0,6.0,False,False,False,False,False,Other,266.2388013576428,3.0
17541,2.06,0.0,9999.0,1219.0,6.0,False,False,False,False,False,,1217.6363146137037,1.0
17542,3.09,0.0,9999.0,3048.0,4.0,True,False,False,False,False,,1153.9761670903945,3.0
17543,3.6,0.0,9999.0,457.0,8.0,True,False,False,False,False,,1583.5479862032155,5.0
17544,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,102.6622632115466,1.0
17545,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,2.603217372391869,1.0
17546,4.12,0.0,5000.0,457.0,6.0,True,False,False,False,False,Other,2391.632126037723,14.0
17547,5.14,0.0,9999.0,3048.0,4.0,False,False,False,False,True,,133.871744689139,1.0
17548,3.09,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,927.7744748033016,2.0
17549,2.06,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,291.3641157641502,1.0
17550,4.63,0.0,9999.0,1524.0,6.0,True,False,True,False,True,,629.077940359868,3.0
17551,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,255.712654624264,2.0
17552,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17553,1.54,0.0,9999.0,1524.0,6.0,False,False,False,False,False,,388.7516193590402,1.0
17554,6.69,12.86,9999.0,1524.0,6.0,True,False,True,False,True,Weather,3414.524900319025,6.0
17555,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,92.94097581826227,2.0
17556,3.6,0.0,9999.0,1372.0,6.0,False,False,False,False,False,,,
17557,6.69,0.0,9999.0,3048.0,4.0,False,False,False,False,True,,106.5893061467306,1.0
17558,3.6,0.0,9999.0,792.0,6.0,False,False,False,False,False,Other,1705.713617897169,10.0
17559,4.12,0.0,9999.0,853.0,6.0,False,False,False,False,False,,317.2639506086488,1.0
17560,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,790.9001739753594,4.0
17561,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Weather,687.053682738436,4.0
17562,3.09,0.0,9000.0,3048.0,4.0,True,False,False,False,False,Other,528.6149867769323,3.0
17563,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,122.24384376313256,2.0
17564,4.12,0.0,9999.0,3048.0,4.0,False,False,True,False,True,Weather,407.378976858198,3.0
17565,4.12,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,98.61299734323065,1.0
17566,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17567,2.57,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Other,503.7779374703748,4.0
17568,6.17,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17569,5.66,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,154.75501451789754,1.0
17570,5.14,0.0,9999.0,1280.0,6.0,False,False,False,False,False,,171.04871242579912,3.0
17571,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17572,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Other,586.6464811672805,4.0
17573,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17574,2.57,0.0,9999.0,3048.0,4.0,False,False,True,False,True,,1133.6400433244771,1.0
17575,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,110.1353905725893,1.0
17576,5.14,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,3.27954313948373,1.0
17577,5.66,0.0,9999.0,1036.0,6.0,False,False,False,False,False,,1132.5082716328536,7.0
17578,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17579,7.2,0.0,9999.0,3048.0,4.0,False,False,False,False,True,,,
17580,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17581,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17582,2.06,0.0,9999.0,3048.0,4.0,False,False,True,False,True,,483.401681647981,2.0
17583,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Other,186.5248888252798,1.0
17584,6.69,0.0,9999.0,3048.0,4.0,False,False,False,False,True,,418.5555881709786,3.0
17585,3.09,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,163.45742210129956,1.0
17586,7.2,0.0,9999.0,762.0,6.0,False,False,False,False,False,,246.15261535508048,1.0
17587,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17588,1.03,0.0,9999.0,2438.0,6.0,False,False,False,False,False,,586.4244144476963,2.0
17589,1.54,0.0,9999.0,2438.0,6.0,False,False,False,False,False,,268.072748718266,3.0
17590,5.14,0.0,9999.0,3048.0,4.0,True,False,True,False,True,,530.121481845703,2.0
17591,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,62.00569687494927,1.0
17592,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,45.18390054445569,1.0
17593,7.2,0.0,6000.0,1341.0,6.0,True,False,True,False,True,,445.2826414940986,1.0
17594,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,56.324722472591866,1.0
17595,4.12,0.0,9999.0,305.0,6.0,False,False,False,False,False,Other,31.485408030995725,1.0
17596,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17597,5.66,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,101.3997768318971,1.0
17598,4.12,0.0,9999.0,274.0,6.0,False,False,False,False,False,Other,158.30536887671852,1.0
17599,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,24.246224917635285,1.0
17600,10.8,0.0,6000.0,1128.0,6.0,True,False,True,False,True,,1111.9512027731637,2.0
17601,6.69,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,102.20418337682771,1.0
17602,4.12,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,274.3857482163804,1.0
17603,6.69,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
17604,5.66,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,30.344513181582645,1.0
17605,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,57.63580579267261,1.0
17606,2.06,0.0,9999.0,3048.0,4.0,False,False,True,False,True,,1145.148768953577,4.0
17607,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,8.927464847788649,1.0
17608,1.03,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
17609,5.14,0.0,9999.0,762.0,6.0,False,False,False,False,False,,205.71096598180756,1.0
17610,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,68.7136784625451,1.0
17611,1.03,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,,
17612,2.06,0.0,9999.0,3048.0,4.0,False,False,True,False,True,,1503.681215366981,6.0
17613,2.06,0.0,9999.0,3048.0,4.0,False,False,True,False,True,,244.09506116870068,2.0
17614,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,True,,142.40679420349414,1.0
17615,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17616,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,1248.9556947427254,5.0
17617,2.57,0.0,9999.0,3048.0,2.0,False,False,True,False,True,,1892.9236445705435,3.0
17618,5.66,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,103.09995707295064,1.0
17619,1.54,0.0,9000.0,3048.0,4.0,True,False,True,False,True,,410.2542082709746,2.0
17620,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,1425.105592745536,7.0
17621,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,107.2093492970554,1.0
17622,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,1703.55329465578,10.0
17623,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,528.8423513567577,3.0
17624,3.6,0.0,9999.0,305.0,6.0,False,False,False,False,False,,103.36222097745387,1.0
17625,0.51,0.0,2400.0,3048.0,0.0,False,True,False,False,False,,,
17626,1.54,0.0,400.0,305.0,6.0,False,True,False,False,False,,178.78034898705474,1.0
17627,3.6,0.0,9999.0,457.0,8.0,False,False,False,False,False,,,
17628,3.6,0.0,9999.0,396.0,8.0,False,False,False,False,False,,6448.154228302597,6.0
17629,1.54,0.0,9999.0,91.0,6.0,False,False,False,False,False,,182.04223911656808,1.0
17630,4.63,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,79.01834483685506,1.0
17631,1.03,0.0,1900.0,244.0,6.0,False,True,False,False,False,,332.5265495978599,1.0
17632,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,207.32750201862467,1.0
17633,3.6,0.0,9999.0,335.0,8.0,False,False,False,False,False,,4754.055401827999,10.0
17634,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,106.37928586819704,1.0
17635,3.6,0.0,9999.0,488.0,8.0,False,False,False,False,False,,965.4263646288554,4.0
17636,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,643.6941698056252,1.0
17637,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,50.37225304351159,1.0
17638,5.14,0.0,9999.0,427.0,8.0,False,False,False,False,False,,379.1919386912848,2.0
17639,4.12,0.0,9999.0,396.0,8.0,False,False,False,False,False,,4831.248075901236,20.0
17640,2.57,0.0,9999.0,762.0,6.0,True,False,False,False,False,,117.07457837032116,1.0
17641,0.51,0.0,1700.0,30.0,8.0,True,False,False,False,False,,226.3693685099195,1.0
17642,1.03,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,59.88750901401578,1.0
17643,4.12,0.0,9999.0,610.0,8.0,False,False,False,False,False,,511.0592195307688,5.0
17644,4.63,0.0,9999.0,335.0,8.0,False,False,False,False,False,,158.43682549549408,1.0
17645,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,2012.8268955463543,10.0
17646,0.51,0.0,2000.0,61.0,8.0,True,False,False,False,False,,34.781832755966825,1.0
17647,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,113.7808128917758,1.0
17648,2.57,0.0,9999.0,1341.0,6.0,False,False,False,False,False,,940.1073114360444,9.0
17649,3.6,0.0,9999.0,396.0,8.0,False,False,False,False,False,,1961.8206707613035,6.0
17650,2.57,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,104.54095028322024,1.0
17651,2.57,0.0,9999.0,305.0,6.0,False,False,False,False,False,,501.0771847444388,4.0
17652,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,58.1861206975458,1.0
17653,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,13.547434735633864,2.0
17654,0.51,0.0,2200.0,0.0,6.0,True,False,False,False,False,,390.9850823244505,3.0
17655,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,22.81106132240724,1.0
17656,5.14,0.0,1500.0,61.0,6.0,True,True,False,False,False,Weather,226.35913699187375,1.0
17657,3.6,0.0,9999.0,762.0,6.0,False,False,False,False,False,,113.03910192880132,1.0
17658,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,487.5989663635162,4.0
17659,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,106.73748267782156,1.0
17660,1.03,0.0,2400.0,792.0,8.0,True,False,False,False,False,,698.2438618149121,3.0
17661,6.17,0.0,9999.0,914.0,6.0,False,False,False,False,True,,3.176590628635509,1.0
17662,5.14,0.0,1800.0,61.0,6.0,True,True,False,False,False,Weather,47.11169033807348,1.0
17663,6.17,0.0,9999.0,914.0,6.0,False,False,False,False,True,,98.89267272085496,1.0
17664,5.66,0.0,1500.0,61.0,6.0,True,True,False,False,False,Weather,62.31945913005095,1.0
17665,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,3156.724184637956,12.0
17666,9.26,0.0,9999.0,762.0,6.0,False,False,False,False,True,,290.7218939496913,1.0
17667,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,190.45745164254816,2.0
17668,4.63,0.0,9999.0,1097.0,8.0,False,False,False,False,False,,236.2363715559629,1.0
17669,5.66,0.0,9999.0,914.0,6.0,False,False,True,False,True,,166.27682421740087,1.0
17670,5.66,0.0,1800.0,61.0,6.0,True,True,False,False,False,Weather,81.03255903139765,1.0
17671,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,Other,1047.9128975243038,7.0
17672,3.6,0.0,9999.0,1250.0,6.0,False,False,False,False,False,,225.5276594141702,2.0
17673,2.57,0.0,9999.0,427.0,6.0,False,False,False,False,False,,105.49806543374656,1.0
17674,5.14,0.0,9999.0,1280.0,6.0,False,False,False,False,False,,319.72785736446343,1.0
17675,6.17,0.0,9999.0,1036.0,6.0,False,False,False,False,False,,,
17676,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,726.3986334079198,4.0
17677,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,1838.5768648665216,5.0
17678,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,797.5908961492346,6.0
17679,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,1878.499322804941,7.0
17680,6.17,0.0,7000.0,914.0,6.0,True,False,True,False,True,,113.70023406164552,1.0
17681,1.54,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,682.642756322541,6.0
17682,4.12,0.0,2500.0,91.0,6.0,True,True,False,False,False,Weather,744.4553838844787,4.0
17683,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,1.5566431837750785,2.0
17684,5.14,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,579.2420613696539,2.0
17685,4.63,0.0,9999.0,1067.0,6.0,False,False,False,False,False,,136.80685765114478,2.0
17686,4.12,0.0,9999.0,1067.0,6.0,False,False,False,False,False,,55.79214413946364,1.0
17687,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,56.65572179759343,2.0
17688,3.09,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,204.3942505097457,2.0
17689,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,103.29652079983008,1.0
17690,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,107.4796776874642,1.0
17691,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,500.014977437177,2.0
17692,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,258.2276453015176,1.0
17693,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17694,2.06,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,135.99895807130198,1.0
17695,4.12,0.0,9999.0,1067.0,6.0,False,False,False,False,False,,,
17696,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,91.78993078542518,1.0
17697,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17698,4.63,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,272.05297998339114,2.0
17699,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,104.65291745107564,1.0
17700,4.63,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Other,91.77229430073288,1.0
17701,4.63,9.77,9999.0,3048.0,2.0,False,False,False,False,False,,244.60475356577408,3.0
17702,6.69,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,227.40999700169144,1.0
17703,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,107.99101967487124,1.0
17704,5.66,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,233.0895629512449,2.0
17705,3.6,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Other,403.9814824275703,3.0
17706,5.14,0.0,9999.0,3048.0,4.0,False,False,False,False,False,,,
17707,4.12,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Other,401.6271238125516,4.0
17708,9.26,0.0,9999.0,671.0,6.0,False,False,False,False,False,Weather,794.0715094516751,1.0
17709,3.6,0.0,9999.0,3048.0,4.0,False,False,False,False,False,Other,390.8488146352776,3.0
17710,3.6,0.0,9999.0,244.0,6.0,False,False,False,False,False,,,
17711,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,107.20991109369712,1.0
17712,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,202.5102913091591,1.0
17713,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,104.35573306483424,1.0
17714,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,471.80806555121467,1.0
17715,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,15.628734523472154,1.0
17716,3.09,0.0,9999.0,122.0,6.0,False,False,False,False,False,,588.6743375278315,4.0
17717,5.14,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,124.59317418814273,1.0
17718,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,99.26763997059936,1.0
17719,4.63,0.0,9999.0,3048.0,4.0,True,False,False,False,False,,2121.826287182714,6.0
17720,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,306.5565599582064,1.0
17721,2.57,0.0,1800.0,61.0,6.0,False,True,False,False,False,,1656.7380231106254,5.0
17722,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,,
17723,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,274.65679158771366,2.0
17724,3.09,0.0,9999.0,3048.0,6.0,False,False,False,False,False,,1200.248132246726,7.0
17725,1.54,0.0,7000.0,2438.0,6.0,False,False,True,False,True,,562.57934661629,3.0
17726,3.09,0.0,500.0,30.0,6.0,True,True,False,False,False,Weather,471.4933527773265,3.0
17727,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,275.6419473856625,1.0
17728,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,107.01702229418284,1.0
17729,3.09,0.0,9999.0,3048.0,2.0,False,False,False,False,False,Other,162.75451852983065,1.0
17730,2.06,0.0,9999.0,914.0,6.0,False,False,False,False,False,,66.29961331959616,1.0
17731,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,224.88386051177088,1.0
17732,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,215.60047024375004,1.0
17733,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,127.65693624827928,1.0
17734,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,107.93565830002544,1.0
17735,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,106.34481835193483,1.0
17736,2.57,0.0,9999.0,1067.0,6.0,False,False,False,False,False,,46.507387893992046,1.0
17737,3.09,0.0,900.0,30.0,6.0,True,True,False,False,False,Weather,246.6934058448887,3.0
17738,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,143.48688912291783,1.0
17739,4.63,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,51.21979693633974,1.0
17740,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,207.80718790140344,1.0
17741,3.6,0.0,600.0,30.0,10.0,True,True,False,False,False,Weather,335.3601225431348,2.0
17742,3.6,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,336.60722589811246,1.0
17743,5.14,0.0,9999.0,671.0,6.0,False,False,False,False,False,Weather,422.7247283506189,2.0
17744,2.06,0.0,9999.0,1128.0,6.0,False,False,False,False,False,,401.5705037011333,1.0
17745,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,85.15763124034139,1.0
17746,2.57,0.0,9999.0,671.0,6.0,False,False,False,False,True,Weather,1378.7664708927778,6.0
17747,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,106.42218900716716,1.0
17748,1.54,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,783.181999165068,4.0
17749,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,201.8498570772184,1.0
17750,4.12,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,134.74488987006598,1.0
17751,3.09,0.0,9999.0,762.0,6.0,False,False,True,False,True,Weather,3016.381916677177,7.0
17752,1.03,0.0,9999.0,3048.0,2.0,False,False,False,False,False,,103.40623903026996,1.0
17753,8.75,0.0,7000.0,610.0,6.0,True,False,True,False,True,Weather,6109.440173402532,8.0
17754,2.06,0.0,8000.0,671.0,6.0,True,False,True,False,True,Weather,24048.77273733921,20.0
17755,2.57,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,99.14781700995924,1.0
17756,2.06,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,76.89195937383336,1.0
17757,2.57,0.0,8000.0,671.0,6.0,True,False,True,False,True,Weather,20501.516705343573,16.0
17758,3.09,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,101.98180594135022,1.0
17759,0.51,0.0,9999.0,3048.0,0.0,False,False,False,False,False,,270.1646160181586,1.0
